Date,Channel,Visitors,Leads,Customers,Revenue,MarketingSpend
2024-09-06,Email Referral,441,121,46,5827.004480113001,0.0
2024-09-06,Direct,847,109,22,3087.817722351464,0.0
2024-09-07,Organic Search,994,84,14,2055.5991526495877,0.0
2024-09-07,Paid Ads,2524,433,40,4495.624885813814,1399.586073125294
2024-09-07,Social Media,1887,105,12,1635.2809010700976,1264.0009774349544
2024-09-07,Email Referral,449,130,41,5777.639314860195,0.0
2024-09-07,Direct,966,130,28,3779.339018563601,0.0
2024-09-08,Organic Search,1105,106,16,2132.612192212294,0.0
2024-09-08,Paid Ads,3384,587,55,5734.8568317999025,3975.2050568156797
2024-09-08,Social Media,1917,139,19,2750.010192289736,1728.1805911522026
2024-09-08,Email Referral,587,199,70,7310.706434346814,0.0
2024-09-08,Direct,870,124,25,2722.9143905352703,0.0
2024-09-09,Organic Search,1106,99,16,1707.9827888573136,0.0
2024-09-09,Paid Ads,1906,325,25,2933.398451544889,3087.1066364024887
2024-09-09,Social Media,1881,112,15,1597.7384910684682,1915.6866849975224
2024-09-09,Email Referral,541,178,51,5435.859314776206,0.0
2024-09-09,Direct,954,107,23,2906.716565789153,0.0
2024-09-10,Organic Search,1393,147,23,3294.063435273557,0.0
2024-09-10,Paid Ads,2945,445,30,3815.2266428745215,1793.8124364007656
2024-09-10,Social Media,1472,108,11,1541.7666677842512,1976.6243193812609
2024-09-10,Email Referral,582,166,61,7842.199399142127,0.0
2024-09-10,Direct,1083,148,30,3454.1514114261377,0.0
2024-09-11,Organic Search,1464,171,30,3992.1993079854783,0.0
2024-09-11,Paid Ads,2432,518,28,3792.460008752215,4221.019797056069
2024-09-11,Social Media,1722,90,10,1145.598227498312,2855.7670993112774
2024-09-11,Email Referral,608,156,58,7528.585400191726,0.0
2024-09-11,Direct,860,89,22,3087.987814258875,0.0
2024-09-12,Organic Search,1068,105,16,2346.764084199882,0.0
2024-09-12,Paid Ads,2106,398,38,4252.4372021825975,4017.556096056478
2024-09-12,Social Media,1664,91,9,1287.8297204826736,2022.8661049640396
2024-09-12,Email Referral,339,103,30,3002.142514618765,0.0
2024-09-12,Direct,795,97,23,2958.1624634745876,0.0
2024-09-13,Organic Search,1045,90,14,1954.9880316914691,0.0
2024-09-13,Paid Ads,2300,490,48,6915.1141094738205,2282.4800580068127
2024-09-13,Social Media,1483,93,10,1226.708115312134,2942.1532378891534
2024-09-13,Email Referral,542,138,41,5131.423787234055,0.0
2024-09-13,Direct,1070,153,37,5189.422747079124,0.0
2024-09-14,Organic Search,1017,115,20,2825.8882264268145,0.0
2024-09-14,Paid Ads,2168,373,27,3998.175447043503,2101.370730274433
2024-09-14,Social Media,1318,69,8,844.2172665234322,1092.732822440979
2024-09-14,Email Referral,257,84,30,3500.556311363445,0.0
2024-09-14,Direct,705,81,18,1846.8651655991425,0.0
2024-09-15,Organic Search,980,87,17,2430.5775292811636,0.0
2024-09-15,Paid Ads,2472,493,36,5355.440163511125,4817.076805922937
2024-09-15,Social Media,1982,110,12,1443.0006591525291,3760.4815223276846
2024-09-15,Email Referral,444,114,37,5372.610271887085,0.0
2024-09-15,Direct,840,110,21,3116.423280648026,0.0
2024-09-16,Organic Search,993,115,18,1909.0399151348868,0.0
2024-09-16,Paid Ads,2357,427,34,3785.489649580877,4471.784262951863
2024-09-16,Social Media,1410,108,15,1745.2550763720765,2033.13272525025
2024-09-16,Email Referral,545,170,44,6507.0866479876895,0.0
2024-09-16,Direct,862,89,19,2188.196068103462,0.0
2024-09-17,Organic Search,962,99,19,2377.918970258029,0.0
2024-09-17,Paid Ads,2341,364,29,4141.091524907382,2696.8723178132855
2024-09-17,Social Media,1642,119,13,1433.8267519982896,1613.313526111325
2024-09-17,Email Referral,447,132,51,5627.523282326833,0.0
2024-09-17,Direct,753,94,19,2755.7221543281958,0.0
2024-09-18,Organic Search,1120,131,22,2740.9117373208883,0.0
2024-09-18,Paid Ads,1917,314,16,1810.0082323865324,1109.024311579241
2024-09-18,Social Media,1673,95,13,1613.9930593756467,1880.6293473905978
2024-09-18,Email Referral,430,114,34,4446.091329068576,0.0
2024-09-18,Direct,756,91,22,2253.3106557234046,0.0
2024-09-19,Organic Search,1263,132,20,2403.038757907132,0.0
2024-09-19,Paid Ads,1937,378,32,3712.901158977479,1240.222719113726
2024-09-19,Social Media,1489,116,14,1936.41284978323,1856.6681815324864
2024-09-19,Email Referral,479,134,49,6548.870007407258,0.0
2024-09-19,Direct,912,126,23,2562.9713640922937,0.0
2024-09-20,Organic Search,1082,124,18,2477.454424043379,0.0
2024-09-20,Paid Ads,1452,218,19,2413.727349735516,2201.1608948390663
2024-09-20,Social Media,1412,100,14,1679.8036856820993,2725.9442809094376
2024-09-20,Email Referral,362,95,35,4655.8220123877545,0.0
2024-09-20,Direct,1045,129,25,3252.1082607755816,0.0
2024-09-21,Organic Search,1174,119,20,2748.6721752509907,0.0
2024-09-21,Paid Ads,2239,465,41,4497.963979414243,2921.696319862386
2024-09-21,Social Media,1654,104,12,1218.640878146674,3176.266093561542
2024-09-21,Email Referral,584,160,45,6589.142441873502,0.0
2024-09-21,Direct,1169,170,34,4456.562428934743,0.0
2024-09-22,Organic Search,1371,111,17,2406.558934326451,0.0
2024-09-22,Paid Ads,2225,392,30,3361.866504057042,1807.4736612299157
2024-09-22,Social Media,2167,124,17,1862.793123742626,2722.6083793077487
2024-09-22,Email Referral,461,118,35,4463.708453215891,0.0
2024-09-22,Direct,981,138,34,4747.526210477749,0.0
2024-09-23,Organic Search,1167,95,18,2145.1330103175383,0.0
2024-09-23,Paid Ads,3500,562,46,5947.29002314141,4830.5315161841045
2024-09-23,Social Media,2167,125,15,1997.7185405754747,3631.8005000684184
2024-09-23,Email Referral,480,138,47,6891.723036274824,0.0
2024-09-23,Direct,1117,112,21,2611.436671539757,0.0
2024-09-24,Organic Search,1052,121,21,3076.3640064085735,0.0
2024-09-24,Paid Ads,1764,279,25,3624.515611715394,3292.040886994228
2024-09-24,Social Media,863,67,8,1111.4063520246655,601.0984238430277
2024-09-24,Email Referral,457,136,37,4375.337998381313,0.0
2024-09-24,Direct,913,111,24,2489.314102126219,0.0
2024-09-25,Organic Search,930,95,17,2173.202868069926,0.0
2024-09-25,Paid Ads,2506,505,33,4014.06568481852,3073.0495291946413
2024-09-25,Social Media,2155,127,13,1900.0954355403987,3305.5954058625184
2024-09-25,Email Referral,654,171,51,7230.707847981154,0.0
2024-09-25,Direct,683,70,12,1346.8470477821563,0.0
2024-09-26,Organic Search,1337,154,26,3536.4333799157907,0.0
2024-09-26,Paid Ads,2432,397,30,4206.561621206551,1456.1472685887848
2024-09-26,Social Media,2030,143,18,1910.2332751652675,2641.1399647081794
2024-09-26,Email Referral,476,141,36,4184.111968504105,0.0
2024-09-26,Direct,1045,153,30,3691.3031029044782,0.0
2024-09-27,Organic Search,1012,100,18,2580.1696917243594,0.0
2024-09-27,Paid Ads,2690,521,43,6333.419469079647,1879.9364026498863
2024-09-27,Social Media,1577,123,16,1775.2473384479067,1836.5110647304728
2024-09-27,Email Referral,586,182,66,9775.805544299943,0.0
2024-09-27,Direct,852,120,25,3077.2581019525232,0.0
2024-09-28,Organic Search,1308,121,21,2866.383573588778,0.0
2024-09-28,Paid Ads,3209,638,54,7721.31907534968,3810.302330621558
2024-09-28,Social Media,1433,82,9,1299.0741927610316,1529.7581268268498
2024-09-28,Email Referral,460,136,54,5968.426918789655,0.0
2024-09-28,Direct,936,117,22,2650.5170199887602,0.0
2024-09-29,Organic Search,1338,119,23,2981.453410179551,0.0
2024-09-29,Paid Ads,2786,491,36,4607.802957322414,3425.686643505689
2024-09-29,Social Media,1404,104,13,1798.0021160288056,2665.727018462701
2024-09-29,Email Referral,502,173,52,6547.83902924597,0.0
2024-09-29,Direct,813,97,20,2794.662892397889,0.0
2024-09-30,Organic Search,1052,103,16,1813.7679163888592,0.0
2024-09-30,Paid Ads,2027,390,30,4406.556923069051,3787.2099930280638
2024-09-30,Social Media,1809,141,15,1726.7075253723362,3333.3136163013946
2024-09-30,Email Referral,483,142,36,4209.397249386692,0.0
2024-09-30,Direct,896,110,24,3442.561314981384,0.0
2024-10-01,Organic Search,1045,117,22,2331.735963075417,0.0
2024-10-01,Paid Ads,3259,610,39,5203.666055472271,5847.154945609424
2024-10-01,Social Media,1918,145,21,3049.150718449384,1881.5467453767155
2024-10-01,Email Referral,457,139,35,4760.6531222813555,0.0
2024-10-01,Direct,656,71,16,1600.321235220272,0.0
2024-10-02,Organic Search,1126,126,19,2081.9151341627135,0.0
2024-10-02,Paid Ads,2371,414,27,3566.1325696785816,1268.8393057641163
2024-10-02,Social Media,1078,67,9,942.5503551484746,1765.3081756608972
2024-10-02,Email Referral,629,160,43,4746.821259136497,0.0
2024-10-02,Direct,1192,149,32,3653.611504433503,0.0
2024-10-03,Organic Search,1123,94,16,1728.5706793527886,0.0
2024-10-03,Paid Ads,2580,563,32,3782.5936909464085,3764.4254510273595
2024-10-03,Social Media,1741,101,14,2039.6092458045216,3045.8641928311604
2024-10-03,Email Referral,395,110,40,5933.731100586788,0.0
2024-10-03,Direct,614,72,13,1943.0771841273254,0.0
2024-10-04,Organic Search,1251,102,18,2198.4623349358126,0.0
2024-10-04,Paid Ads,1876,373,19,2103.836579088207,3015.1562241245147
2024-10-04,Social Media,2650,147,18,2575.4624550755807,5070.187181596313
2024-10-04,Email Referral,281,76,19,2521.523990948052,0.0
2024-10-04,Direct,941,119,29,3474.602030612966,0.0
2024-10-05,Organic Search,1178,118,19,2332.2032379998996,0.0
2024-10-05,Paid Ads,3276,599,51,5939.769257580386,1845.3731026085006
2024-10-05,Social Media,2729,150,20,2945.7747170084613,2171.3535699246204
2024-10-05,Email Referral,474,159,56,7113.710784109241,0.0
2024-10-05,Direct,889,105,22,2837.042784438554,0.0
2024-10-06,Organic Search,1438,125,24,3209.024338595537,0.0
2024-10-06,Paid Ads,2187,420,23,2906.4075299887522,2414.837944439527
2024-10-06,Social Media,1877,127,13,1413.6113647793527,3717.68029191935
2024-10-06,Email Referral,683,192,50,5715.647588457958,0.0
2024-10-06,Direct,989,119,26,2632.1064869919446,0.0
2024-10-07,Organic Search,1232,112,17,1838.1236531532752,0.0
2024-10-07,Paid Ads,3044,647,54,5577.12206535158,4675.349516357382
2024-10-07,Social Media,1228,74,8,1188.2672111175482,937.6674828314332
2024-10-07,Email Referral,644,199,62,6987.856568396224,0.0
2024-10-07,Direct,891,113,22,2399.989312233645,0.0
2024-10-08,Organic Search,1461,121,22,2415.857709856641,0.0
2024-10-08,Paid Ads,2137,382,28,2940.867968111626,2061.024766964122
2024-10-08,Social Media,2271,158,21,2583.1077578855725,1794.477982222665
2024-10-08,Email Referral,484,132,38,5014.59947804459,0.0
2024-10-08,Direct,932,96,18,2380.281053931084,0.0
2024-10-09,Organic Search,1454,148,24,3180.9935405871934,0.0
2024-10-09,Paid Ads,2107,333,25,2834.841978521801,2962.45779535569
2024-10-09,Social Media,1356,76,8,946.9110805122837,2536.6987390191366
2024-10-09,Email Referral,667,191,58,8226.198610066209,0.0
2024-10-09,Direct,1078,125,29,2955.6275989657665,0.0
2024-10-10,Organic Search,1514,173,30,3597.3753522951192,0.0
2024-10-10,Paid Ads,3336,503,47,5505.971321295184,2359.780810432822
2024-10-10,Social Media,1789,113,14,1875.0620656788278,2023.975834925383
2024-10-10,Email Referral,510,168,44,5141.064943183736,0.0
2024-10-10,Direct,970,124,29,3013.59041575491,0.0
2024-10-11,Organic Search,1329,135,25,2656.3611372955042,0.0
2024-10-11,Paid Ads,2060,327,25,3018.747197963443,2040.2510897870072
2024-10-11,Social Media,2001,150,22,2324.1439591840385,2829.817491744916
2024-10-11,Email Referral,516,171,50,6967.439498453003,0.0
2024-10-11,Direct,876,109,23,3137.907430311693,0.0
2024-10-12,Organic Search,1092,102,18,2326.837880511861,0.0
2024-10-12,Paid Ads,3335,560,30,3336.8735739808512,4169.740172452733
2024-10-12,Social Media,2012,151,20,2350.9756239260914,2227.244992295324
2024-10-12,Email Referral,376,96,32,3466.9275279204203,0.0
2024-10-12,Direct,835,85,19,2139.956706350488,0.0
2024-10-13,Organic Search,1306,153,26,3460.560791285824,0.0
2024-10-13,Paid Ads,2843,518,42,4596.127717490557,3587.4285305464177
2024-10-13,Social Media,2210,159,21,2856.6471051969006,2763.5115933152165
2024-10-13,Email Referral,512,173,67,9449.149227187503,0.0
2024-10-13,Direct,883,112,21,2883.6295031975305,0.0
2024-10-14,Organic Search,1124,90,14,1806.557780897433,0.0
2024-10-14,Paid Ads,2681,534,44,4402.825736158963,1823.7204590053036
2024-10-14,Social Media,1869,123,16,2184.543209222712,2397.540944963763
2024-10-14,Email Referral,549,186,49,5413.046449177337,0.0
2024-10-14,Direct,1013,101,25,2851.3423568063913,0.0
2024-10-15,Organic Search,1000,103,20,2320.1811674284386,0.0
2024-10-15,Paid Ads,2707,533,31,3621.4980453171406,2211.1111339963777
2024-10-15,Social Media,1517,116,13,1591.4650966603563,1487.8800475681808
2024-10-15,Email Referral,445,144,56,8010.893519922273,0.0
2024-10-15,Direct,723,97,20,2650.6065232521037,0.0
2024-10-16,Organic Search,1245,143,24,3481.4131478608265,0.0
2024-10-16,Paid Ads,2469,474,31,4134.394302728114,1396.8868182212686
2024-10-16,Social Media,2297,137,17,1720.3015626212714,2699.0585172930437
2024-10-16,Email Referral,429,118,32,4023.3137860284805,0.0
2024-10-16,Direct,614,67,13,1684.675139981162,0.0
2024-10-17,Organic Search,1364,148,27,3343.9390857605363,0.0
2024-10-17,Paid Ads,2826,550,28,3889.028787751628,3534.01908966943
2024-10-17,Social Media,1396,96,12,1405.4004494765945,2309.903211665416
2024-10-17,Email Referral,413,126,48,6042.311588155122,0.0
2024-10-17,Direct,1130,167,30,3080.151903586526,0.0
2024-10-18,Organic Search,1296,152,26,3399.3739189370167,0.0
2024-10-18,Paid Ads,2136,435,38,4381.854565933961,3752.443784421281
2024-10-18,Social Media,1788,93,13,1685.440086041071,3404.336388082768
2024-10-18,Email Referral,416,132,39,5843.532391972625,0.0
2024-10-18,Direct,1160,159,35,4121.756875633808,0.0
2024-10-19,Organic Search,1509,153,29,2948.4684729851715,0.0
2024-10-19,Paid Ads,2628,461,28,2901.3269504717714,5075.186931073168
2024-10-19,Social Media,1879,125,18,2473.41492556281,3484.7482657694395
2024-10-19,Email Referral,495,130,34,4987.25414042599,0.0
2024-10-19,Direct,1146,122,21,2950.6470952827344,0.0
2024-10-20,Organic Search,1708,142,25,3643.2705681439893,0.0
2024-10-20,Paid Ads,2749,427,34,4651.121052875803,2616.6272440826806
2024-10-20,Social Media,1469,93,12,1644.9826911705727,1401.3679905932208
2024-10-20,Email Referral,404,128,34,3820.2503253560903,0.0
2024-10-20,Direct,967,132,26,3746.232498314015,0.0
2024-10-21,Organic Search,1177,123,18,2152.3833896414662,0.0
2024-10-21,Paid Ads,2559,511,42,4793.335813691132,2730.548768403952
2024-10-21,Social Media,1890,123,16,1859.550582908053,1892.5004811324252
2024-10-21,Email Referral,445,112,33,4780.542517987069,0.0
2024-10-21,Direct,475,48,11,1107.15561738423,0.0
2024-10-22,Organic Search,1431,168,29,3395.8050156833538,0.0
2024-10-22,Paid Ads,3031,501,35,4772.479594543373,1518.759198109465
2024-10-22,Social Media,2462,192,20,2263.473445693848,1370.6697642866664
2024-10-22,Email Referral,428,111,39,4401.056984041516,0.0
2024-10-22,Direct,848,85,16,1645.212552637406,0.0
2024-10-23,Organic Search,1168,104,18,2028.1443779314714,0.0
2024-10-23,Paid Ads,2132,460,43,5062.01158277288,2284.907728747084
2024-10-23,Social Media,2273,144,20,2335.946153378934,3048.1878342503815
2024-10-23,Email Referral,438,113,31,3419.614209647757,0.0
2024-10-23,Direct,1235,166,34,4877.468416832038,0.0
2024-10-24,Organic Search,1012,103,17,1757.154538944231,0.0
2024-10-24,Paid Ads,3026,584,53,5613.923518500376,1574.911260249064
2024-10-24,Social Media,1756,103,13,1492.239342503214,2183.552427606473
2024-10-24,Email Referral,320,87,23,2363.632245237848,0.0
2024-10-24,Direct,662,72,13,1707.717960413386,0.0
2024-10-25,Organic Search,1089,102,15,2129.4059647795943,0.0
2024-10-25,Paid Ads,2061,313,30,3803.2828741289454,2711.025719838259
2024-10-25,Social Media,1451,100,10,1228.6152098097723,1921.752938357285
2024-10-25,Email Referral,658,222,58,6409.137278147002,0.0
2024-10-25,Direct,659,79,15,1877.6775558026661,0.0
2024-10-26,Organic Search,1014,113,19,2366.0828971032893,0.0
2024-10-26,Paid Ads,2686,495,31,3994.3816226203658,2234.003721135984
2024-10-26,Social Media,2037,118,16,2393.673749623056,1416.7895573685464
2024-10-26,Email Referral,454,135,51,6470.609071866748,0.0
2024-10-26,Direct,1092,111,19,2132.5598793516397,0.0
2024-10-27,Organic Search,1048,88,15,1985.8777789561698,0.0
2024-10-27,Paid Ads,2644,528,31,4557.615402615594,2355.8028732412954
2024-10-27,Social Media,1618,120,16,1869.7616281351623,1446.1083825549026
2024-10-27,Email Referral,549,143,46,5426.479678186311,0.0
2024-10-27,Direct,565,74,17,1839.3322227399033,0.0
2024-10-28,Organic Search,1119,106,16,2099.9550163262656,0.0
2024-10-28,Paid Ads,2606,441,43,5596.479806233864,1526.3317999130768
2024-10-28,Social Media,1842,141,17,2406.8378370238847,1336.3082499232057
2024-10-28,Email Referral,422,125,42,4777.280882339885,0.0
2024-10-28,Direct,842,85,17,2460.8350247063076,0.0
2024-10-29,Organic Search,958,111,20,2731.7052727231517,0.0
2024-10-29,Paid Ads,2522,503,30,4032.4394976408826,2092.2111636676314
2024-10-29,Social Media,2234,164,20,2838.6217961980565,3311.153542553556
2024-10-29,Email Referral,468,127,36,3810.2473939211136,0.0
2024-10-29,Direct,769,94,22,2314.9283484293537,0.0
2024-10-30,Organic Search,1064,115,21,2200.541908596526,0.0
2024-10-30,Paid Ads,2550,447,39,5252.344182240325,1426.8953689638456
2024-10-30,Social Media,2033,152,18,1999.1140378260152,3081.2362867519373
2024-10-30,Email Referral,484,150,47,5869.99257420865,0.0
2024-10-30,Direct,1131,160,37,4459.43391949446,0.0
2024-10-31,Organic Search,1101,124,20,2524.436345857749,0.0
2024-10-31,Paid Ads,1934,399,27,3031.6026249658994,1284.019671013032
2024-10-31,Social Media,1765,102,14,2081.1317446599132,3476.3466513137937
2024-10-31,Email Referral,508,140,35,4289.2263796346015,0.0
2024-10-31,Direct,944,95,22,2352.517782024634,0.0
2024-11-01,Organic Search,1084,92,14,2072.1864509444463,0.0
2024-11-01,Paid Ads,2889,513,34,4217.101648131095,3835.849816770319
2024-11-01,Social Media,1987,137,15,1627.318873655352,3871.6292873912917
2024-11-01,Email Referral,498,141,44,5358.29614762796,0.0
2024-11-01,Direct,848,102,23,3088.7577163494343,0.0
2024-11-02,Organic Search,1097,114,20,2369.737810872689,0.0
2024-11-02,Paid Ads,2773,510,33,3652.7719975935092,1825.3840122057957
2024-11-02,Social Media,2135,167,22,3172.6696913218498,3830.2172093336867
2024-11-02,Email Referral,627,184,62,7850.1435279293155,0.0
2024-11-02,Direct,861,111,26,3884.740749686143,0.0
2024-11-03,Organic Search,932,89,13,1820.7614771419612,0.0
2024-11-03,Paid Ads,1993,367,31,3874.408538598081,1908.9388378202243
2024-11-03,Social Media,1931,152,20,2280.4632242046523,3083.1397902698177
2024-11-03,Email Referral,433,131,38,4024.0834822610436,0.0
2024-11-03,Direct,821,108,21,2100.2550811562387,0.0
2024-11-04,Organic Search,1126,125,22,3267.9951825948565,0.0
2024-11-04,Paid Ads,2701,475,39,4672.682326291992,5255.407254303913
2024-11-04,Social Media,1258,67,9,1068.2724211216985,2423.426330970829
2024-11-04,Email Referral,533,134,39,4525.8241047229085,0.0
2024-11-04,Direct,934,131,24,3531.624851574883,0.0
2024-11-05,Organic Search,870,97,15,2034.0059708986219,0.0
2024-11-05,Paid Ads,1933,395,38,4599.197450069756,2360.990192640438
2024-11-05,Social Media,1299,79,9,1208.4923792531806,1499.4637917584084
2024-11-05,Email Referral,551,181,58,7650.4689048097125,0.0
2024-11-05,Direct,825,94,18,2457.463188623694,0.0
2024-11-06,Organic Search,1046,93,18,2268.144200721956,0.0
2024-11-06,Paid Ads,2315,406,38,4436.516282919622,1877.2885595539567
2024-11-06,Social Media,1348,94,10,1032.9460825159863,1060.7866748403521
2024-11-06,Email Referral,399,116,45,5994.166772699627,0.0
2024-11-06,Direct,815,83,16,1726.1288214375263,0.0
2024-11-07,Organic Search,1125,97,18,1814.2542638503867,0.0
2024-11-07,Paid Ads,1671,309,24,2754.130632221142,2673.771735357941
2024-11-07,Social Media,2098,159,17,2463.126435433222,2150.1210240983633
2024-11-07,Email Referral,293,76,25,2753.7419489889967,0.0
2024-11-07,Direct,1013,124,29,3756.117849506443,0.0
2024-11-08,Organic Search,1221,132,25,3286.396973292833,0.0
2024-11-08,Paid Ads,2137,343,29,2935.418980263918,2388.3571484605245
2024-11-08,Social Media,2168,122,15,2098.351779156456,4080.5805581761565
2024-11-08,Email Referral,378,131,32,3860.5430364142503,0.0
2024-11-08,Direct,837,124,27,3771.2754930089213,0.0
2024-11-09,Organic Search,1320,110,17,2344.6431220790723,0.0
2024-11-09,Paid Ads,3022,600,40,4139.291735496531,4180.646990276029
2024-11-09,Social Media,1326,87,11,1332.3451845169836,1454.795397511863
2024-11-09,Email Referral,589,197,62,6430.982431637784,0.0
2024-11-09,Direct,638,80,19,2558.5490651079244,0.0
2024-11-10,Organic Search,1315,137,24,2434.0049404600613,0.0
2024-11-10,Paid Ads,2684,558,49,6636.257963915493,2207.0046454670423
2024-11-10,Social Media,1645,102,12,1362.4047635791737,894.4786247065288
2024-11-10,Email Referral,397,123,38,5447.187981377973,0.0
2024-11-10,Direct,992,123,23,3100.654651539464,0.0
2024-11-11,Organic Search,1285,113,19,1961.750749501444,0.0
2024-11-11,Paid Ads,2444,521,48,6586.483690329577,3492.88564061735
2024-11-11,Social Media,1836,136,16,1969.9654536521184,3509.419779719054
2024-11-11,Email Referral,201,66,24,2615.7573761940903,0.0
2024-11-11,Direct,736,90,22,3028.284812343103,0.0
2024-11-12,Organic Search,1628,184,28,3993.4144398986227,0.0
2024-11-12,Paid Ads,2312,435,26,2966.508417277029,2997.0191309124343
2024-11-12,Social Media,1713,97,11,1519.9857637877872,2005.9206703187692
2024-11-12,Email Referral,524,172,58,6253.361171339232,0.0
2024-11-12,Direct,594,81,17,2029.9131188519118,0.0
2024-11-13,Organic Search,951,82,13,1674.0756620048883,0.0
2024-11-13,Paid Ads,2708,438,36,4064.2911122164214,3350.5307853288796
2024-11-13,Social Media,997,79,9,940.58806509011,1404.7954362080072
2024-11-13,Email Referral,591,189,63,9003.876146247347,0.0
2024-11-13,Direct,1003,148,31,4543.879326190656,0.0
2024-11-14,Organic Search,1417,139,22,2204.091626899865,0.0
2024-11-14,Paid Ads,3446,575,43,5264.243240205662,6791.970646926572
2024-11-14,Social Media,1603,86,8,1028.2732700287916,2630.6147061325455
2024-11-14,Email Referral,295,78,26,2896.480361970026,0.0
2024-11-14,Direct,794,118,23,2449.8725387076774,0.0
2024-11-15,Organic Search,1129,99,17,1754.4369952850702,0.0
2024-11-15,Paid Ads,2374,359,29,3291.584775847256,1923.5469509057427
2024-11-15,Social Media,1321,91,10,1344.5545407434122,1780.1907288372086
2024-11-15,Email Referral,565,147,52,7656.960442445192,0.0
2024-11-15,Direct,1062,113,25,2977.4750568286827,0.0
2024-11-16,Organic Search,1177,139,27,3065.017367669386,0.0
2024-11-16,Paid Ads,2619,540,53,6457.459498706798,3353.0300236025155
2024-11-16,Social Media,1584,100,10,1352.455566365668,994.4363346817569
2024-11-16,Email Referral,407,128,44,4406.645916983554,0.0
2024-11-16,Direct,921,135,31,4286.933147623687,0.0
2024-11-17,Organic Search,1183,98,17,1896.8455425956497,0.0
2024-11-17,Paid Ads,2690,428,31,3388.039686126281,5291.203464783777
2024-11-17,Social Media,1653,131,16,1852.8839103527166,1879.029978621469
2024-11-17,Email Referral,388,134,36,3600.738520990515,0.0
2024-11-17,Direct,755,98,23,2631.1242082072017,0.0
2024-11-18,Organic Search,1304,141,26,3015.111944027786,0.0
2024-11-18,Paid Ads,2068,346,33,4054.5724063231537,3658.8933728108664
2024-11-18,Social Media,1134,62,7,707.8765146000402,1322.4362218033662
2024-11-18,Email Referral,360,118,41,5964.588628296266,0.0
2024-11-18,Direct,906,126,27,3137.258995983512,0.0
2024-11-19,Organic Search,1131,96,18,2223.686153148843,0.0
2024-11-19,Paid Ads,2589,510,46,5515.526133561556,3289.195246486916
2024-11-19,Social Media,2095,155,18,1886.121104452201,3921.581587684342
2024-11-19,Email Referral,525,152,47,4857.670271680215,0.0
2024-11-19,Direct,794,102,23,3252.4446715695835,0.0
2024-11-20,Organic Search,1362,135,23,3356.8940185829724,0.0
2024-11-20,Paid Ads,2632,560,40,4786.340869128528,2846.893569035452
2024-11-20,Social Media,1499,113,11,1195.0510283010487,1524.121501296551
2024-11-20,Email Referral,407,104,30,4327.522986820888,0.0
2024-11-20,Direct,870,107,25,3453.498816094757,0.0
2024-11-21,Organic Search,898,90,16,2277.8840431274934,0.0
2024-11-21,Paid Ads,2499,533,46,5818.182412180808,2553.1162108702347
2024-11-21,Social Media,1796,117,15,2035.6148597941306,3218.1596202394794
2024-11-21,Email Referral,483,140,49,6468.614741633077,0.0
2024-11-21,Direct,721,103,21,3056.566484978181,0.0
2024-11-22,Organic Search,1440,116,20,2277.0254488696246,0.0
2024-11-22,Paid Ads,2503,526,33,4412.462393538205,2083.0975291935183
2024-11-22,Social Media,1773,104,14,1719.9167665348377,2499.5192632471003
2024-11-22,Email Referral,454,140,52,5916.161367455324,0.0
2024-11-22,Direct,939,114,24,2509.3648069076485,0.0
2024-11-23,Organic Search,859,93,14,1537.867541146105,0.0
2024-11-23,Paid Ads,1930,368,25,3171.461652005036,1554.235337584825
2024-11-23,Social Media,1663,90,12,1447.2561657795236,920.3345088556031
2024-11-23,Email Referral,797,243,86,9684.55947719166,0.0
2024-11-23,Direct,883,124,30,3203.899121050981,0.0
2024-11-24,Organic Search,900,74,12,1286.2125751105277,0.0
2024-11-24,Paid Ads,2495,498,38,3817.5590179704773,4272.027755973116
2024-11-24,Social Media,1915,115,14,1460.857692484578,1597.9238995821472
2024-11-24,Email Referral,382,102,32,3622.089719914172,0.0
2024-11-24,Direct,901,117,28,3625.2591243305455,0.0
2024-11-25,Organic Search,1138,112,20,2927.900629862027,0.0
2024-11-25,Paid Ads,2294,382,24,3292.8593414742936,2878.577291916573
2024-11-25,Social Media,2085,108,14,1602.6485055838039,3119.5532496086785
2024-11-25,Email Referral,594,198,65,9370.886528321837,0.0
2024-11-25,Direct,873,108,21,2891.3494448050606,0.0
2024-11-26,Organic Search,1094,125,23,2764.382656034624,0.0
2024-11-26,Paid Ads,1971,325,22,2393.6982167382394,3183.163758956864
2024-11-26,Social Media,1709,105,15,1559.986862097566,1084.7683167185373
2024-11-26,Email Referral,337,104,35,4255.726461546052,0.0
2024-11-26,Direct,903,113,21,2209.031355416474,0.0
2024-11-27,Organic Search,1065,90,13,1696.310327098894,0.0
2024-11-27,Paid Ads,2250,364,35,3903.365965365161,2230.5362419871753
2024-11-27,Social Media,1571,88,10,1335.684004448398,2018.3221800452727
2024-11-27,Email Referral,557,146,45,5073.121126029485,0.0
2024-11-27,Direct,989,111,24,2893.6931181125587,0.0
2024-11-28,Organic Search,1062,91,17,1962.5317643509939,0.0
2024-11-28,Paid Ads,2965,581,45,5615.593813459213,4739.128122925449
2024-11-28,Social Media,1877,144,14,1901.6423556914222,2169.666480632721
2024-11-28,Email Referral,436,126,34,3615.1270290338416,0.0
2024-11-28,Direct,1138,128,27,4039.221558685728,0.0
